name,address,street,postal_code,city,canton,phone_number,professions,url,official_website,Zuweisung,Triggered_Keywords
Kantonsspital Bruderholz - Innere Medizin,"Gemeindeholzweg, 4101 Binningen",Gemeindeholzweg,4101,Binningen,Basel-Landschaft,061 436 36 36,,https://www.onedoc.ch/de/spital/binningen/ey1p/kantonsspital-bruderholz-innere-medizin,https://www.ksbl.ch/de/leistungen/zentren/uzim/innere-medizin/,1,"zuweisung, zuweiser"
Kantonsspital Bruderholz - Intensiv,"Gemeindeholzweg, 4101 Binningen",Gemeindeholzweg,4101,Binningen,Basel-Landschaft,061 436 36 36,"Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/binningen/ey00/kantonsspital-bruderholz-intensiv,https://www.ksbl.ch/de/leistungen/kliniken-institute/intensivmedizin/,1,"zuweisung, zuweiser"
Kantonsspital Bruderholz - Kardiologie,"Gemeindeholzweg, 4101 Binningen",Gemeindeholzweg,4101,Binningen,Basel-Landschaft,061 436 36 36,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/spital/binningen/ey06/kantonsspital-bruderholz-kardiologie,https://www.ksbl.ch/de/leistungen/zentren/zentrum-herz-gefaess-thorax/kardiologie/,1,"zuweisung, zuweiser"
Kantonsspital Bruderholz - Neurologie,"Gemeindeholzweg, 4101 Binningen",Gemeindeholzweg,4101,Binningen,Basel-Landschaft,061 436 36 36,Neurologie,https://www.onedoc.ch/de/spital/binningen/eyt8/kantonsspital-bruderholz-neurologie,,0,
Kantonsspital Bruderholz - Notfallstation,"Gemeindeholzweg, 4101 Binningen",Gemeindeholzweg,4101,Binningen,Basel-Landschaft,061 436 36 36,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/binningen/eyzt/kantonsspital-bruderholz-notfallstation,https://www.ksbl.ch/de/leistungen/notfallzentrum/,1,"zuweisung, zuweiser"
Kantonsspital Bruderholz - Onkologie,"Gemeindeholzweg, 4101 Binningen",Gemeindeholzweg,4101,Binningen,Basel-Landschaft,061 436 36 36,"Allgemeine Innere Medizin, Hämatologie, Medizinische Onkologie",https://www.onedoc.ch/de/spital/binningen/ey0g/kantonsspital-bruderholz-onkologie,https://www.ksbl.ch/de/leistungen/zentren/zentrum-onkologie-haematologie/,1,"zuweisung, zuweiser"
Kantonsspital Bruderholz - Pneumologie,"Gemeindeholzweg, 4101 Binningen",Gemeindeholzweg,4101,Binningen,Basel-Landschaft,061 436 36 36,"Allgemeine Innere Medizin, Pneumologie",https://www.onedoc.ch/de/spital/binningen/ey17/kantonsspital-bruderholz-pneumologie,https://www.ksbl.ch/de/leistungen/zentren/zentrum-herz-gefaess-thorax/pneumologie/,1,"zuweisung, zuweiser"
Kantonsspital Bruderholz - Radiologische Klinik,"Gemeindeholzweg, 4101 Binningen",Gemeindeholzweg,4101,Binningen,Basel-Landschaft,061 436 36 36,"Nuklearmedizin, Radiologie",https://www.onedoc.ch/de/spital/binningen/eyzn/kantonsspital-bruderholz-radiologische-klinik,https://www.ksbl.ch/de/leistungen/kliniken-institute/radiologie-und-nuklearmedizin/,1,"zuweisung, zuweiser"
Kinder-Jugendpsych. Dienst - Kinder Psychiatrie,"Goldbrunnenstrasse 14, 4410 Liestal",Goldbrunnenstrasse 14,4410,Liestal,Basel-Landschaft,061 553 53 53,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Kinder- und Jugendpsychiatrie",https://www.onedoc.ch/de/spital/liestal/erdz/kinder-jugendpsych-dienst-kinder-psychiatrie,https://www.pbl.ch/kinder-und-jugendliche/behandlung/ambulant,1,zuweisung
Kinder-u. Jugendpsychiatrie - Kinder Psychiatrie,"Gemeindeholzweg, 4101 Binningen",Gemeindeholzweg,4101,Binningen,Basel-Landschaft,061 553 53 53,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/spital/binningen/eyzo/kinder-u-jugendpsychiatrie-kinder-psychiatrie,https://www.pbl.ch/kinder-und-jugendliche/behandlung/ambulant,1,zuweisung
"Liestal, Kantonsspital Baselland Liestal - Medizin Geriatrie","Rheinstrasse 26, 4410 Liestal",Rheinstrasse 26,4410,Liestal,Basel-Landschaft,061 925 25 25,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/liestal/ey0r/liestal-kantonsspital-baselland-liestal-medizin-geriatrie,https://www.ksbl.ch/de/leistungen/zentren/zentrum-altersmedizin-rehabilitation/,1,"zuweisung, zuweiser"
Psych. Ambulatorium Bruderholz - Psych. Ambulatorium,"Gemeindeholzweg, 4101 Binningen",Gemeindeholzweg,4101,Binningen,Basel-Landschaft,061 553 53 53,"Allgemeine Innere Medizin, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/binningen/erch/psych-ambulatorium-bruderholz-psych-ambulatorium,,0,
Psychiatrie Baselland - Psych. Ambulatorium,"Bienentalstrasse 7, 4410 Liestal",Bienentalstrasse 7,4410,Liestal,Basel-Landschaft,061 553 53 53,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/liestal/erde/psychiatrie-baselland-psych-ambulatorium,https://www.pbl.ch/ambulatorium-und-tagesklinik-liestal,0,
Vista Diagnostics Binningen,"Hauptstrasse 55, 4102 Binningen",Hauptstrasse 55,4102,Binningen,Basel-Landschaft,061 426 60 00,"Handchirurgie, Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/spital/binningen/ercx/vista-diagnostics-binningen,https://vista.ch/standort/vista-augenklinik-binningen,1,"zuweiser, für ärzte"
Amb.Psych.u.Psychoth. Schwyz - Psych. Ambulatorium,"Centralstrasse 5c, 6410 Goldau",Centralstrasse 5c,6410,Goldau,Schwyz,041 859 17 17,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/goldau/euel/amb-psych-u-psychoth-schwyz-psych-ambulatorium,,0,
"Ambulante Psychiatrie und Psychotherapie Schwyz, Standort Goldau","Centralstrasse 5c, 6410 Goldau",Centralstrasse 5c,6410,Goldau,Schwyz,041 859 17 17,"Hausarztmedizin (Allgemeinmedizin), Neurologie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/goldau/eufm/ambulante-psychiatrie-und-psychotherapie-schwyz-standort-goldau,https://www.triaplus.ch/ueber-uns/app-schwyz/ueber-app-schwyz,1,zuweiser
Ambul. Psych. Psychoth. Schwyz - Psych. Ambulatorium,"Mittlere Bahnhofstrasse 1, 8853 Lachen",Mittlere Bahnhofstrasse 1,8853,Lachen,Schwyz,055 451 27 17,"Hausarztmedizin (Allgemeinmedizin), Neurologie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/lachen/eufa/ambul-psych-psychoth-schwyz-psych-ambulatorium,,0,
Ambul. Psych. und Psychoth. SZ - Psych. Ambulatorium,"Spitalstrasse 30, 8840 Einsiedeln",Spitalstrasse 30,8840,Einsiedeln,Schwyz,055 412 22 33,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/einsiedeln/euf9/ambul-psych-und-psychoth-sz-psych-ambulatorium,,0,
Cardiance Clinic,"Zentrum Staldenbach 5/7, 8808 Pfäffikon SZ",Zentrum Staldenbach 5/7,8808,Pfäffikon SZ,Schwyz,052 303 47 47,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/spital/pfaffikon/eue4/cardiance-clinic,https://www.cardiance.com/en/home-en/,0,
Etzelclinic - Chirurgie Hand,"Churerstrasse 43, 8808 Pfäffikon SZ",Churerstrasse 43,8808,Pfäffikon SZ,Schwyz,055 415 80 20,"Chirurgie, Handchirurgie",https://www.onedoc.ch/de/spital/pfaffikon/ez4x/etzelclinic-chirurgie-hand,https://www.etzelclinic.ch/en/we-welcome-you-to-the-etzelclinic/,0,
Etzelclinic - Fusschirurgie,"Churerstrasse 43, 8808 Pfäffikon SZ",Churerstrasse 43,8808,Pfäffikon SZ,Schwyz,055 415 80 20,"Chirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/pfaffikon/ez5e/etzelclinic-fusschirurgie,https://www.etzelclinic.ch/en/we-welcome-you-to-the-etzelclinic/,0,
Etzelclinic - Kniechirurgie,"Churerstrasse 43, 8808 Pfäffikon SZ",Churerstrasse 43,8808,Pfäffikon SZ,Schwyz,055 415 80 20,"Chirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/pfaffikon/ez5q/etzelclinic-kniechirurgie,https://www.etzelclinic.ch/en/we-welcome-you-to-the-etzelclinic/,0,
Etzelclinic - Schulter-/Ellbogenchirurgie,"Churerstrasse 43, 8808 Pfäffikon SZ",Churerstrasse 43,8808,Pfäffikon SZ,Schwyz,055 415 80 20,"Chirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/pfaffikon/euen/etzelclinic-schulter-ellbogenchirurgie,https://www.etzelclinic.ch/en/we-welcome-you-to-the-etzelclinic/,0,
FMH Orthopädische Chirurgie Churerstrasse 43,"Churerstrasse 43, 8808 Pfäffikon SZ",Churerstrasse 43,8808,Pfäffikon SZ,Schwyz,055 415 80 20,Orthopädische Chirurgie,https://www.onedoc.ch/de/spital/pfaffikon/eugb/fmh-orthopadische-chirurgie-churerstrasse-43,,0,
"Gulik Ladislav, FMH Gynäkologie und Geburtshilfe","Bahnhofstrasse 15, 6403 Küssnacht",Bahnhofstrasse 15,6403,Küssnacht,Schwyz,041 850 13 00,"Gynäkologie und Geburtshilfe, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.onedoc.ch/de/spital/kussnacht/elm9/gulik-ladislav-fmh-gynakologie-und-geburtshilfe,,0,
Kinder- und Jugendpsychiatrie SZ - Kinder Psychiatrie,"Bahnhofstrasse 1 (Im Bahnhofsgebäude), 6410 Goldau",Bahnhofstrasse 1 (Im Bahnhofsgebäude),6410,Goldau,Schwyz,041 859 17 77,"Kinder- und Jugendpsychiatrie, Pädiatrie",https://www.onedoc.ch/de/spital/goldau/eufz/kinder-und-jugendpsychiatrie-sz-kinder-psychiatrie,https://www.triaplus.ch/ueber-uns/kjp-schwyz/ueber-kjp-schwyz,1,zuweiser
Kinder- und Jugendpsych. Lachen - Kinder Psychiatrie,"Poststrasse 1, 8853 Lachen",Poststrasse 1,8853,Lachen,Schwyz,055 451 60 50,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/spital/lachen/eugo/kinder-und-jugendpsych-lachen-kinder-psychiatrie,https://www.triaplus.ch/ueber-uns/kjp-schwyz/ueber-kjp-schwyz,1,zuweiser
Spital Lachen,"Oberdorfstrasse 41, 8853 Lachen",Oberdorfstrasse 41,8853,Lachen,Schwyz,055 451 31 11,"Allergologie und Immunologie, Allgemeine Innere Medizin, Augenheilkunde, Chirurgie, Dermatologie und Venerologie, Endokrinologie und Diabetologie, Gastroenterologie, HNO (Hals-, Nasen-, Ohrenheilkunde), Handchirurgie, Orthopädische Chirurgie, Plastische, rekonstruktive und ästhetische Chirurgie, Pädiatrie, Urologie",https://www.onedoc.ch/de/spital/lachen/eyys/spital-lachen,https://www.spital-lachen.ch/start.html,1,"zuweisung, zuweiser, für ärzte"
Spital Lachen AG - Kinderklinik,"Oberdorfstrasse 41, 8853 Lachen",Oberdorfstrasse 41,8853,Lachen,Schwyz,055 415 74 00,Pädiatrie,https://www.onedoc.ch/de/spital/lachen/elo8/spital-lachen-ag-kinderklinik,https://www.spital-lachen.ch/start.html,1,"zuweisung, zuweiser, für ärzte"
Spital Lachen AG - Urologische Klinik,"Oberdorfstrasse 41, 8853 Lachen",Oberdorfstrasse 41,8853,Lachen,Schwyz,055 210 74 74,Urologie,https://www.onedoc.ch/de/spital/lachen/ellf/spital-lachen-ag-urologische-klinik,https://www.spital-lachen.ch/urologie.html,1,"zuweiser, für ärzte"
Spital Lachen - Anästhesie Allgemein,"Oberdorfstrasse 41, 8853 Lachen",Oberdorfstrasse 41,8853,Lachen,Schwyz,055 451 31 11,"Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/lachen/ez40/spital-lachen-anasthesie-allgemein,https://www.spital-lachen.ch/anaesthesie-schmerz.html,1,"zuweiser, für ärzte"
Spital Lachen - Chirurgie Allgemein,"Oberdorfstrasse 41, 8853 Lachen",Oberdorfstrasse 41,8853,Lachen,Schwyz,055 451 31 11,"Chirurgie, Gefässchirurgie",https://www.onedoc.ch/de/spital/lachen/ez43/spital-lachen-chirurgie-allgemein,https://www.spital-lachen.ch/chirurgie.html,1,"zuweiser, für ärzte"
Spital Lachen - Chirurgie Kiefer,"Oberdorfstrasse 41, 8853 Lachen",Oberdorfstrasse 41,8853,Lachen,Schwyz,055 442 60 25,"Mund-, Kiefer- und Gesichtschirurgie, Oralchirurgie",https://www.onedoc.ch/de/spital/lachen/eug1/spital-lachen-chirurgie-kiefer,,0,
Spital Lachen - Chirurgie Orthopädische,"Oberdorfstrasse 41, 8853 Lachen",Oberdorfstrasse 41,8853,Lachen,Schwyz,055 451 31 11,"Chirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/lachen/ez5n/spital-lachen-chirurgie-orthopadische,https://www.spital-lachen.ch/chirurgie.html,1,"zuweiser, für ärzte"
Spital Lachen - Dialysestation,"Oberdorfstrasse 41, 8853 Lachen",Oberdorfstrasse 41,8853,Lachen,Schwyz,055 451 31 11,"Allgemeine Innere Medizin, Nephrologie",https://www.onedoc.ch/de/spital/lachen/ez41/spital-lachen-dialysestation,https://www.spital-lachen.ch/station-verfahren.html,1,"zuweiser, für ärzte"
Spital Lachen - Endo/Diabetologie,"Oberdorfstrasse 41, 8853 Lachen",Oberdorfstrasse 41,8853,Lachen,Schwyz,055 451 31 11,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/spital/lachen/etou/spital-lachen-endo-diabetologie,https://www.spital-lachen.ch/dr%C3%BCsen-stoffwechsel.html,1,"zuweiser, für ärzte"
Spital Lachen - Gynäkologische Klinik,"Oberdorfstrasse 41, 8853 Lachen",Oberdorfstrasse 41,8853,Lachen,Schwyz,055 451 31 11,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/spital/lachen/ez4o/spital-lachen-gynakologische-klinik,https://www.spital-lachen.ch/frauenklinik.html,1,"zuweiser, für ärzte"
Spital Lachen - Innere Medizin,"Oberdorfstrasse 41, 8853 Lachen",Oberdorfstrasse 41,8853,Lachen,Schwyz,055 451 31 11,"Allgemeine Innere Medizin, Angiologie, Gastroenterologie, Infektiologie, Kardiologie, Physikalische und Rehabilitative Medizin, Rheumatologie",https://www.onedoc.ch/de/spital/lachen/ez4s/spital-lachen-innere-medizin,https://www.spital-lachen.ch/innere-medizin.html,1,"zuweiser, für ärzte"
Spital Lachen - Neurologie,"Oberdorfstrasse 41, 8853 Lachen",Oberdorfstrasse 41,8853,Lachen,Schwyz,055 451 31 11,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/spital/lachen/eraq/spital-lachen-neurologie,https://www.spital-lachen.ch/neurologie.html,1,"zuweiser, für ärzte"
Spital Lachen - Onkologie,"Oberdorfstrasse 41, 8853 Lachen",Oberdorfstrasse 41,8853,Lachen,Schwyz,055 451 31 11,"Allgemeine Innere Medizin, Medizinische Onkologie",https://www.onedoc.ch/de/spital/lachen/ez4u/spital-lachen-onkologie,https://www.spital-lachen.ch/onkologie.html,1,"zuweiser, für ärzte"
Spital Lachen - ORL Klinik,"Oberdorfstrasse 41, 8853 Lachen",Oberdorfstrasse 41,8853,Lachen,Schwyz,055 415 52 30,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/spital/lachen/eug0/spital-lachen-orl-klinik,,0,
Spital Schwyz,"Waldeggstrasse 10, 6430 Schwyz",Waldeggstrasse 10,6430,Schwyz,Schwyz,041 818 41 11,"Allgemeine Innere Medizin, Angiologie, Chirurgie, Endokrinologie und Diabetologie, Gastroenterologie, Plastische, rekonstruktive und ästhetische Chirurgie, Psychiatrie, Psychotherapie, Urologie",https://www.onedoc.ch/de/spital/schwyz/eyvu/spital-schwyz,https://www.spital-schwyz.ch/de,1,"zuweisung, zuweiser"
Spital Schwyz - Anästhesie Allgemein,"Waldeggstrasse 10, 6430 Schwyz",Waldeggstrasse 10,6430,Schwyz,Schwyz,041 818 41 11,"Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/schwyz/ez4p/spital-schwyz-anasthesie-allgemein,https://www.spital-schwyz.ch/de/unsere-leistungen/operationen-und-eingriffe/anaesthesiologie.html,1,zuweisung
Spital Schwyz - Chirurgie Allgemein,"Waldeggstrasse 10, 6430 Schwyz",Waldeggstrasse 10,6430,Schwyz,Schwyz,041 818 41 11,"Chirurgie, Handchirurgie",https://www.onedoc.ch/de/spital/schwyz/ezzj/spital-schwyz-chirurgie-allgemein,https://www.spital-schwyz.ch/de/unsere-leistungen/operationen-und-eingriffe/chirurgische-grundversorgung.html,1,zuweisung
Spital Schwyz - Chirurgie Orthopädische,"Waldeggstrasse 10, 6430 Schwyz",Waldeggstrasse 10,6430,Schwyz,Schwyz,041 818 41 11,Orthopädische Chirurgie,https://www.onedoc.ch/de/spital/schwyz/ez42/spital-schwyz-chirurgie-orthopadische,https://www.spital-schwyz.ch/de/unsere-leistungen/operationen-und-eingriffe/orthopaedie-1.html,1,zuweisung
Spital Schwyz - Gynäkologische Klinik,"Waldeggstrasse 10, 6430 Schwyz",Waldeggstrasse 10,6430,Schwyz,Schwyz,041 818 41 11,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/spital/schwyz/ez46/spital-schwyz-gynakologische-klinik,https://www.spital-schwyz.ch/de/unsere-leistungen/frauenheilkunde/frauenpraxis.html,1,zuweisung
Spital Schwyz - Innere Medizin,"Waldeggstrasse 10, 6430 Schwyz",Waldeggstrasse 10,6430,Schwyz,Schwyz,041 818 41 11,"Allgemeine Innere Medizin, Infektiologie, Kardiologie, Nephrologie, Pneumologie",https://www.onedoc.ch/de/spital/schwyz/ezx3/spital-schwyz-innere-medizin,https://www.spital-schwyz.ch/de/unsere-leistungen/medizinische-behandlungen/allgemeine-innere-medizin.html,1,zuweisung
Spital Schwyz - Kardiologie,"Waldeggstrasse 10, 6430 Schwyz",Waldeggstrasse 10,6430,Schwyz,Schwyz,041 818 41 11,"Allgemeine Innere Medizin, Intensivmedizin, Kardiologie",https://www.onedoc.ch/de/spital/schwyz/ez5j/spital-schwyz-kardiologie,https://www.spital-schwyz.ch/de/unsere-leistungen/medizinische-behandlungen/kardiologie.html,1,zuweisung
Spital Schwyz - Kinderklinik,"Waldeggstrasse 10, 6430 Schwyz",Waldeggstrasse 10,6430,Schwyz,Schwyz,041 855 56 01,Pädiatrie,https://www.onedoc.ch/de/spital/schwyz/ellw/spital-schwyz-kinderklinik,https://www.spital-schwyz.ch/de,1,"zuweisung, zuweiser"
Spital Schwyz - Onkologie,"Waldeggstrasse 10, 6430 Schwyz",Waldeggstrasse 10,6430,Schwyz,Schwyz,041 818 41 11,"Allgemeine Innere Medizin, Medizinische Onkologie",https://www.onedoc.ch/de/spital/schwyz/ez47/spital-schwyz-onkologie,https://www.spital-schwyz.ch/de/unsere-leistungen/medizinische-behandlungen/onkologie-und-haematologie.html,1,zuweisung
Spital Schwyz - Ophthalmologische Klinik,"Waldeggstrasse 10, 6430 Schwyz",Waldeggstrasse 10,6430,Schwyz,Schwyz,041 859 16 66,"Augenheilkunde, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/spital/schwyz/et3q/spital-schwyz-ophthalmologische-klinik,https://www.spital-schwyz.ch/de,1,"zuweisung, zuweiser"
Spital Schwyz - ORL Klinik,"Waldeggstrasse 10, 6430 Schwyz",Waldeggstrasse 10,6430,Schwyz,Schwyz,041 811 22 21,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/spital/schwyz/eugf/spital-schwyz-orl-klinik,,0,
Spital Schwyz - Palliativmedizin,"Waldeggstrasse 10, 6430 Schwyz",Waldeggstrasse 10,6430,Schwyz,Schwyz,041 818 41 11,"Allgemeine Innere Medizin, Chirurgie, Kardiologie",https://www.onedoc.ch/de/spital/schwyz/eq3z/spital-schwyz-palliativmedizin,https://www.spital-schwyz.ch/de/ihr-aufenthalt/unsere-stationen/palliative-care-station.html,1,zuweisung
Spital Schwyz - Radiologische Klinik,"Waldeggstrasse 10, 6430 Schwyz",Waldeggstrasse 10,6430,Schwyz,Schwyz,041 819 60 40,Radiologie,https://www.onedoc.ch/de/spital/schwyz/euf0/spital-schwyz-radiologische-klinik,https://www.spital-schwyz.ch/de/unsere-leistungen/radiologie.html,1,zuweisung
Spital Schwyz - Urologische Klinik,"Waldeggstrasse 10, 6430 Schwyz",Waldeggstrasse 10,6430,Schwyz,Schwyz,041 818 41 11,Urologie,https://www.onedoc.ch/de/spital/schwyz/ez5o/spital-schwyz-urologische-klinik,https://www.spital-schwyz.ch/de/unsere-leistungen/operationen-und-eingriffe/urologie.html,1,zuweisung
Hôpital du Jura - Chirurgie Générale,"Chemin de l'Hôpital 9, 2900 Pruntrut",Chemin de l'Hôpital 9,2900,Pruntrut,Jura,032 465 65 65,Chirurgie,https://www.onedoc.ch/de/spital/pruntrut/ezvb/hopital-du-jura-chirurgie-generale,https://www.h-ju.ch/fr/Nos-prestations/Visceres-et-tube-digestif/Chirurgie-generale.html,0,
Hôpital du Jura - Chirurgie Orthopédique,"Chemin de l'Hôpital 9, 2900 Pruntrut",Chemin de l'Hôpital 9,2900,Pruntrut,Jura,032 465 65 65,"Chirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/pruntrut/ezvy/hopital-du-jura-chirurgie-orthopedique,https://www.h-ju.ch/fr/Nos-prestations/Chirurgie/Orthopedie.html,0,
Hôpital du Jura - Gastroentérologie,"Chemin de l'Hôpital 9, 2900 Pruntrut",Chemin de l'Hôpital 9,2900,Pruntrut,Jura,032 465 65 65,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/spital/pruntrut/ezvs/hopital-du-jura-gastroenterologie,https://www.h-ju.ch/fr/Nos-prestations/Medecine-interne/Gastroenterologie.html,0,
Hôpital du Jura - Gériatrie,"Chemin de l'Hôpital 9, 2900 Pruntrut",Chemin de l'Hôpital 9,2900,Pruntrut,Jura,032 465 65 65,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/pruntrut/ezva/hopital-du-jura-geriatrie,https://www.h-ju.ch/fr/Nos-prestations/Medecine-de-la-personne-agee/Geriatrie-aigue.html,0,
Hôpital du Jura (H-JU),"Chemin de l'Hôpital 9, 2900 Pruntrut",Chemin de l'Hôpital 9,2900,Pruntrut,Jura,032 465 65 65,"Allgemeine Innere Medizin, Anästhesiologie, Gynäkologie und Geburtshilfe, Intensivmedizin, Nephrologie, Neurologie, Physikalische und Rehabilitative Medizin, Urologie",https://www.onedoc.ch/de/spital/pruntrut/ezvd/hopital-du-jura-h-ju,https://www.h-ju.ch/fr/A-propos/Site-de-Porrentruy/Site-de-Porrentruy.html,0,
Hôpital du Jura - Médecine Interne,"Rue de l'Hôpital 11, 2350 Saignelégier",Rue de l'Hôpital 11,2350,Saignelégier,Jura,032 952 12 12,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/saignelegier/etwa/hopital-du-jura-medecine-interne,https://www.h-ju.ch/fr/Nos-prestations/Coeur-et-vaisseaux/Medecine-interne-generale.html,0,
Hôpital du Jura - Néphrologie,"Chemin de l'Hôpital 9, 2900 Pruntrut",Chemin de l'Hôpital 9,2900,Pruntrut,Jura,032 465 65 65,Nephrologie,https://www.onedoc.ch/de/spital/pruntrut/ezvr/hopital-du-jura-nephrologie,https://www.h-ju.ch/fr/Nos-prestations/Medecine-interne/Nephrologie.html,0,
Hôpital du Jura - ORL Clinique,"Chemin de l'Hôpital 9, 2900 Pruntrut",Chemin de l'Hôpital 9,2900,Pruntrut,Jura,032 466 37 70,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/spital/pruntrut/etvr/hopital-du-jura-orl-clinique,https://www.h-ju.ch/fr/Nos-prestations/Tete-et-yeux/ORL.html,0,
Hôpital du Jura - Radiologie Clinique,"Chemin de l'Hôpital 9, 2900 Pruntrut",Chemin de l'Hôpital 9,2900,Pruntrut,Jura,032 465 65 65,Radiologie,https://www.onedoc.ch/de/spital/pruntrut/ezvu/hopital-du-jura-radiologie-clinique,https://www.h-ju.ch/fr/Nos-prestations/Imagerie-medicale/Radiologie.html,0,
Hôpital du Jura - Réhabilitation,"Chemin de l'Hôpital 9, 2900 Pruntrut",Chemin de l'Hôpital 9,2900,Pruntrut,Jura,032 465 65 65,"Allgemeine Innere Medizin, Physikalische und Rehabilitative Medizin",https://www.onedoc.ch/de/spital/pruntrut/ezvv/hopital-du-jura-rehabilitation,https://www.h-ju.ch/fr/Nos-prestations/Therapie-et-prevention/Readaptation.html,0,
Hôpital du Jura - Site de Delémont - Pédiatrie,"Faubourg des Capucins 30, 2800 Delsberg",Faubourg des Capucins 30,2800,Delsberg,Jura,032 421 21 21,Pädiatrie,https://www.onedoc.ch/de/spital/delsberg/ezvg/hopital-du-jura-site-de-delemont-pediatrie,https://www.h-ju.ch/fr/Nos-prestations/Parents-femme-enfant/Pediatrie.html,0,
Hôpital du Jura - Site de Delémont - Service de gynécologie,"Faubourg des Capucins 30, 2800 Delsberg",Faubourg des Capucins 30,2800,Delsberg,Jura,032 421 21 21,"Gynäkologie und Geburtshilfe, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.onedoc.ch/de/spital/delsberg/ezu8/hopital-du-jura-site-de-delemont-service-de-gynecologie,https://www.h-ju.ch/fr/Nos-prestations/Parents-femme-enfant/Gynecologie-et-obstetrique.html,0,
Hôpital du Jura - Site de Porrentruy,"Chemin de l'Hôpital 9, 2900 Pruntrut",Chemin de l'Hôpital 9,2900,Pruntrut,Jura,032 465 65 65,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/pruntrut/etu3/hopital-du-jura-site-de-porrentruy,https://www.h-ju.ch/fr/A-propos/Site-de-Porrentruy/Site-de-Porrentruy.html,0,
Hôpital régional Delémont,"Faubourg des Capucins 30, 2800 Delsberg",Faubourg des Capucins 30,2800,Delsberg,Jura,032 421 21 21,"Allgemeine Innere Medizin, Chirurgie, Gastroenterologie, HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/spital/delsberg/ezvc/hopital-regional-delemont,https://www.h-ju.ch/fr/A-propos/Site-de-Delemont/Site-de-Delemont.html,0,
Hôpital régional Delémont - Anésthésie,"Faubourg des Capucins 30, 2800 Delsberg",Faubourg des Capucins 30,2800,Delsberg,Jura,032 421 21 21,"Allgemeine Innere Medizin, Anästhesiologie",https://www.onedoc.ch/de/spital/delsberg/ezu7/hopital-regional-delemont-anesthesie,,0,
Hôpital régional Delémont - Cardiologie,"Faubourg des Capucins 30, 2800 Delsberg",Faubourg des Capucins 30,2800,Delsberg,Jura,032 421 21 21,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/spital/delsberg/ezit/hopital-regional-delemont-cardiologie,https://www.h-ju.ch/fr/A-propos/Site-de-Delemont/Site-de-Delemont.html,0,
Hôpital régional Delémont - Chirurgie Générale,"Faubourg des Capucins 30, 2800 Delsberg",Faubourg des Capucins 30,2800,Delsberg,Jura,032 421 21 21,"Anästhesiologie, Chirurgie, Gefässchirurgie",https://www.onedoc.ch/de/spital/delsberg/esw8/hopital-regional-delemont-chirurgie-generale,https://www.h-ju.ch/fr/Nos-prestations/Visceres-et-tube-digestif/Chirurgie-generale.html,0,
