name,address,street,postal_code,city,canton,type,url
Studio Medico Dr. med Zgraggen,"Via Gian Gaspare Nessi 15a, 6600 Solduno",Via Gian Gaspare Nessi 15a,6600,Solduno,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/solduno/euy1/studio-medico-dr-med-zgraggen
Studio Medico Dr. Molina / Dr. med Guarino Gubler,"Via Cantonale 37, 6930 Bedano",Via Cantonale 37,6930,Bedano,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bedano/euxq/studio-medico-dr-molina-dr-med-guarino-gubler
Studio Medico Dr. Nardone / Dr. med Giannacco Nardone,"Via Bascira 27, 6982 Agno",Via Bascira 27,6982,Agno,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/agno/euxg/studio-medico-dr-nardone-dr-med-giannacco-nardone
Studio Medico Dr. Nobile / Dr. Nobile,"Via Trevano 72, 6900 Lugano",Via Trevano 72,6900,Lugano,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lugano/eu97/studio-medico-dr-nobile-dr-nobile
Studio Medico Dr. Pelloni,"Via Carlo Frasca 10, 6900 Lugano",Via Carlo Frasca 10,6900,Lugano,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lugano/euxx/studio-medico-dr-pelloni
Studio Medico Dr. Peter / Dr. med Sala,"Via Bartolomeo Varenna 71A, 6600 Solduno",Via Bartolomeo Varenna 71A,6600,Solduno,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/solduno/eu0w/studio-medico-dr-peter-dr-med-sala
Studio Medico Dr. Pezzoli / Dr. Zarro / Dr. med Lutz Pinoja,"Via San Gottardo 72a, 6648 Minusio",Via San Gottardo 72a,6648,Minusio,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/minusio/epff/studio-medico-dr-pezzoli-dr-zarro-dr-med-lutz-pinoja
Studio Medico Dr. Pianezzi / Dr. med Guggiari,"Via Dott. Giov. Polar. 68, 6932 Breganzona",Via Dott. Giov. Polar. 68,6932,Breganzona,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/breganzona/euxr/studio-medico-dr-pianezzi-dr-med-guggiari
Studio Medico Dr. Prato / Dr. med Ferroni,"Via della Posta 18a, 6600 Locarno",Via della Posta 18a,6600,Locarno,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/locarno/euwy/studio-medico-dr-prato-dr-med-ferroni
Studio Medico Dr. Prontera,"Via Morosini 6, 6943 Vezia",Via Morosini 6,6943,Vezia,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/vezia/epg3/studio-medico-dr-prontera
Studio Medico Dr. Schwarzenbach / Dr. med Giardelli Malingamba,"Via Giulio Pocobelli 16, 6815 Melide",Via Giulio Pocobelli 16,6815,Melide,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/melide/euxh/studio-medico-dr-schwarzenbach-dr-med-giardelli-malingamba
Studio Medico Dr. Sommaruga / Dr. med Lalia Domenghini,"Via Pietro Peri 2, 6900 Lugano",Via Pietro Peri 2,6900,Lugano,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lugano/euya/studio-medico-dr-sommaruga-dr-med-lalia-domenghini
Studio Medico Dr. Storni / Dr. med Quadri,"Via Paredo 2, 6950 Tesserete",Via Paredo 2,6950,Tesserete,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/tesserete/evcb/studio-medico-dr-storni-dr-med-quadri
Studio Medico Dr. Tognina / Dr. med Roncoroni / Dr. med Tognina-Paltenghi,"Via Foletti 19, 6900 Massagno",Via Foletti 19,6900,Massagno,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/massagno/eu0o/studio-medico-dr-tognina-dr-med-roncoroni-dr-med-tognina-paltenghi
Studio Medico Dr. Trento,"Via Alfonso Turconi 10, 6850 Mendrisio",Via Alfonso Turconi 10,6850,Mendrisio,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/mendrisio/euyb/studio-medico-dr-trento
Studio medico Dr.Turri Quarenghi,"Via Castelrotto 15, 6600 Locarno",Via Castelrotto 15,6600,Locarno,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/locarno/eu1r/studio-medico-dr-turri-quarenghi
Studio Medico Dr. Zerega / Dr. med Vlajic,"Via Arbustelli, 6804 Bironico",Via Arbustelli,6804,Bironico,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bironico/eu16/studio-medico-dr-zerega-dr-med-vlajic
Studio medico Gambarogno,"Via Cantonale 60, 6574 Vira (Gambarogno)",Via Cantonale 60,6574,Vira (Gambarogno),Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/vira-gambarogno/eu1y/studio-medico-gambarogno
Studio medico Gastronassa21,"Via Nassa 21, 6900 Lugano",Via Nassa 21,6900,Lugano,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lugano/eu9c/studio-medico-gastronassa21
Studio Medico Intragna,"Piazza Stazione 2, 6655 Intragna",Piazza Stazione 2,6655,Intragna,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/intragna/epd1/studio-medico-intragna
Studio medico OFTALUGANO,"Via Canova 18, 6900 Lugano",Via Canova 18,6900,Lugano,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lugano/eu0m/studio-medico-oftalugano
Studio Medico Pediatrico,"Via Franchini 2, 6850 Mendrisio",Via Franchini 2,6850,Mendrisio,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/mendrisio/euwu/studio-medico-pediatrico
Studio Medico Soldati - Consultazione ORL,"Via Sempione 8, 6600 Muralto",Via Sempione 8,6600,Muralto,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/muralto/eu09/studio-medico-soldati-consultazione-orl
Studio Medico Swiss Meridian,"Stabile COOP, Viale Cassone 3, 6963 Pregassona",Stabile COOP,,Viale Cassone 3,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/pregassona/euza/studio-medico-swiss-meridian
Studio Medico Trippi / Dr. Roggero,"Viale Portone 5, 6500 Bellinzona",Viale Portone 5,6500,Bellinzona,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bellinzona/evbe/studio-medico-trippi-dr-roggero
Studio medico Viale Castagnola 21a Lugano,"Viale Castagnola 21a, 6900 Lugano",Viale Castagnola 21a,6900,Lugano,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lugano/epgh/studio-medico-viale-castagnola-21a-lugano
Studio medico Via Ponte Vecchio 7,"Via Ponte Vecchio 7, 6527 Riviera",Via Ponte Vecchio 7,6527,Riviera,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/riviera/eu7g/studio-medico-via-ponte-vecchio-7
Studio medico Via Valdani 1,"Via Valdani 1, 6830 Chiasso",Via Valdani 1,6830,Chiasso,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/chiasso/euv7/studio-medico-via-valdani-1
Studio Nautilus,"Via Pasta 3a, 6850 Mendrisio",Via Pasta 3a,6850,Mendrisio,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/mendrisio/eu0h/studio-nautilus
Studio Nautilus,"Via Clemente Maraini 13b, 6900 Lugano",Via Clemente Maraini 13b,6900,Lugano,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lugano/eu7y/studio-nautilus
Studio pediatrico Il Grillo Parlante,"Via Baraggie 38, 6612 Ascona",Via Baraggie 38,6612,Ascona,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/ascona/euxk/studio-pediatrico-il-grillo-parlante
Studio pediatrico Senn Borsari,"Via Ceresio 55, 6963 Pregassona",Via Ceresio 55,6963,Pregassona,Tessin,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/pregassona/eu06/studio-pediatrico-senn-borsari
Aerzte am Grabenring,"Grabenring 1, 4123 Allschwil",Grabenring 1,4123,Allschwil,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/allschwil/end6/aerzte-am-grabenring
Aerztepraxis Hardwald,"Wartenbergstrasse 51, 4127 Birsfelden",Wartenbergstrasse 51,4127,Birsfelden,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/birsfelden/enhf/aerztepraxis-hardwald
Ambulatorium Dreispitz,"Barcelona Strasse 15, 4142 Münchenstein",Barcelona Strasse 15,4142,Münchenstein,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/munchenstein/enaq/ambulatorium-dreispitz
Ärztehaus Liestal,"Kanonengasse 33, 4410 Liestal",Kanonengasse 33,4410,Liestal,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/liestal/e8o7/arztehaus-liestal
Ärztehuus-Ettingen,"Birkenweg 7, 4107 Ettingen",Birkenweg 7,4107,Ettingen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/ettingen/ere6/arztehuus-ettingen
Arztpraxis Obesunne,"Obesunneweg 1, 4144 Arlesheim",Obesunneweg 1,4144,Arlesheim,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/arlesheim/eret/arztpraxis-obesunne
Augenpraxis Laufen,"Bahnhofstrasse 11, 4242 Laufen",Bahnhofstrasse 11,4242,Laufen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/laufen/erbv/augenpraxis-laufen
"Centramed Reinach, Meconex","Hauptstrasse 1, 4153 Reinach BL",Hauptstrasse 1,4153,Reinach BL,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/reinach/ergj/centramed-reinach-meconex
Dermatologie im Stedtli,"Rathausstrasse 59, 4410 Liestal",Rathausstrasse 59,4410,Liestal,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/liestal/erdu/dermatologie-im-stedtli
endodiab,"Rathausstrasse 24, 4410 Liestal",Rathausstrasse 24,4410,Liestal,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/liestal/erb1/endodiab
ettimed Medizinische Gem. Praxis,"Nonnenmattstrasse 2, 4107 Ettingen",Nonnenmattstrasse 2,4107,Ettingen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/ettingen/eng5/ettimed-medizinische-gem-praxis
Familienpraxis Binningen,"Hauptstrasse 90, 4102 Binningen",Hauptstrasse 90,4102,Binningen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/binningen/erex/familienpraxis-binningen
Frauenarztpraxis Liestal,"Rheinstrasse 16, 4410 Liestal",Rheinstrasse 16,4410,Liestal,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/liestal/enbs/frauenarztpraxis-liestal
Frauenpraxis 4460,"Allmendstrasse 20, 4460 Gelterkinden",Allmendstrasse 20,4460,Gelterkinden,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/gelterkinden/eng7/frauenpraxis-4460
Frauenpraxis Liestal,"Wasserturmplatz 3, 4410 Liestal",Wasserturmplatz 3,4410,Liestal,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/liestal/em4m/frauenpraxis-liestal
Frauenpraxis-Oberwil,"Passage 4, 4104 Oberwil",Passage 4,4104,Oberwil,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/oberwil/erew/frauenpraxis-oberwil
Frauenpraxis Sissach,"Hauptstrasse 93, 4450 Sissach",Hauptstrasse 93,4450,Sissach,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/sissach/e1yk/frauenpraxis-sissach
Frauenpraxis Zollweiden,"Baselstrasse 71, 4142 Münchenstein",Baselstrasse 71,4142,Münchenstein,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/munchenstein/ereq/frauenpraxis-zollweiden
Gemeinschaftspraxis Bachtanne,"Bachgasse 6, 4436 Oberdorf BL",Bachgasse 6,4436,Oberdorf BL,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/oberdorf/enbi/gemeinschaftspraxis-bachtanne
Gemeinschaftspraxis Bahnhofstrasse,"Bahnhofstrasse 21, 4106 Therwil",Bahnhofstrasse 21,4106,Therwil,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/therwil/ergc/gemeinschaftspraxis-bahnhofstrasse
GEMEINSCHAFTSPRAXIS BURGGARTEN,"Burggartenstrasse 14, 4133 Pratteln",Burggartenstrasse 14,4133,Pratteln,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/pratteln/enbt/gemeinschaftspraxis-burggarten
Gemeinschaftspraxis Dr. Baumann & Wanner,"Pestalozzistrasse 33, 4132 Muttenz",Pestalozzistrasse 33,4132,Muttenz,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/muttenz/enbg/gemeinschaftspraxis-dr-baumann-wanner
Gemeinschaftspraxis Lüthy & Simonett,"Oristalstrasse 13, 4410 Liestal",Oristalstrasse 13,4410,Liestal,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/liestal/ercp/gemeinschaftspraxis-luthy-simonett
Gemeinschaftspraxis Ubuntu,"Birseckstrasse 38, 4144 Arlesheim",Birseckstrasse 38,4144,Arlesheim,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/arlesheim/ere9/gemeinschaftspraxis-ubuntu
Gruppenpraxis,"Kaspar Pfeiffer-Strasse 4, 4142 Münchenstein",Kaspar Pfeiffer-Strasse 4,4142,Münchenstein,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/munchenstein/em5u/gruppenpraxis
Gruppenpraxis Dorenbach,"Hauptstrasse 17, 4102 Binningen",Hauptstrasse 17,4102,Binningen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/binningen/em5t/gruppenpraxis-dorenbach
Gruppenpraxis Dr. Braun Fränkl / Dr. Fränkl,"Binningerstrasse 55, 4104 Oberwil",Binningerstrasse 55,4104,Oberwil,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/oberwil/engz/gruppenpraxis-dr-braun-frankl-dr-frankl
Gruppenpraxis Dr. Breuninger / Dr. Masé / Dr. Masé-Goldberg / Dr. Tavan,"Bahnhofstrasse 3, 4410 Liestal",Bahnhofstrasse 3,4410,Liestal,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/liestal/enam/gruppenpraxis-dr-breuninger-dr-mase-dr-mase-goldberg-dr-tavan
Gruppenpraxis Dr. Bürr / Dr. Uhlmann,"Angensteinerstrasse 22, 4153 Reinach BL",Angensteinerstrasse 22,4153,Reinach BL,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/reinach/enf2/gruppenpraxis-dr-burr-dr-uhlmann
Gruppenpraxis Dr. Corfù / Dr. Germanier-Gisin,"Käppelibodenweg 44, 4132 Muttenz",Käppelibodenweg 44,4132,Muttenz,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/muttenz/em46/gruppenpraxis-dr-corfu-dr-germanier-gisin
Gruppenpraxis Dr. Crameri / Dr. Landolt-Geissmann,"Schafmattweg 55, 4102 Binningen",Schafmattweg 55,4102,Binningen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/binningen/endq/gruppenpraxis-dr-crameri-dr-landolt-geissmann
Gruppenpraxis Dr. Cueni-Düblin / Dr. Cueni-Düblin,"Bahnhofstrasse 11, 4242 Laufen",Bahnhofstrasse 11,4242,Laufen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/laufen/erey/gruppenpraxis-dr-cueni-dublin-dr-cueni-dublin
Gruppenpraxis Dr. Degiacomi-Rohr / Dr. Steffen,"Bahnhofstrasse 4, 4242 Laufen",Bahnhofstrasse 4,4242,Laufen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/laufen/enft/gruppenpraxis-dr-degiacomi-rohr-dr-steffen
Gruppenpraxis Dr. Degischer / Dr. Herzig,"Mühlegasse 7, 4460 Gelterkinden",Mühlegasse 7,4460,Gelterkinden,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/gelterkinden/enhy/gruppenpraxis-dr-degischer-dr-herzig
Gruppenpraxis Dr. Drescher Schwarz / Dr. Fellmann / Dr. Schneitter,"Parkstrasse 5, 4102 Binningen",Parkstrasse 5,4102,Binningen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/binningen/em4t/gruppenpraxis-dr-drescher-schwarz-dr-fellmann-dr-schneitter
Gruppenpraxis Dr. Eichenberger / Dr. Mattarelli,"Hammerstrasse 35, 4410 Liestal",Hammerstrasse 35,4410,Liestal,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/liestal/enhx/gruppenpraxis-dr-eichenberger-dr-mattarelli
Gruppenpraxis Dr. Fabrowicz,"Hauptstrasse 80, 4416 Bubendorf",Hauptstrasse 80,4416,Bubendorf,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bubendorf/em43/gruppenpraxis-dr-fabrowicz
Gruppenpraxis Dr. Gehrig-Studer / Dr. Studer,"Tramstrasse 43, 4132 Muttenz",Tramstrasse 43,4132,Muttenz,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/muttenz/enfx/gruppenpraxis-dr-gehrig-studer-dr-studer
Gruppenpraxis Dr. Gut / Dr. Gut,"Bruggstrasse 12b, 4153 Reinach BL",Bruggstrasse 12b,4153,Reinach BL,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/reinach/em6s/gruppenpraxis-dr-gut-dr-gut
Gruppenpraxis Dr. Holzer-Alt / Dr. Kreutzer,"Rheinstrasse 16, 4410 Liestal",Rheinstrasse 16,4410,Liestal,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/liestal/em7w/gruppenpraxis-dr-holzer-alt-dr-kreutzer
Gruppenpraxis Dr. Iseli / Dr. Khanlari,"Hauptstrasse 125, 4102 Binningen",Hauptstrasse 125,4102,Binningen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/binningen/enag/gruppenpraxis-dr-iseli-dr-khanlari
Gruppenpraxis Dr. Jäggi-Schaefer / Dr. Jäggi-Schaefer,"Fraumattenstrasse 9, 4105 Biel-Benken",Fraumattenstrasse 9,4105,Biel-Benken,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/biel-benken/em75/gruppenpraxis-dr-jaggi-schaefer-dr-jaggi-schaefer
Gruppenpraxis Dr. Kessler / Dr. Löw,"Mühlemattstrasse 39, 4414 Füllinsdorf",Mühlemattstrasse 39,4414,Füllinsdorf,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/fullinsdorf/em6e/gruppenpraxis-dr-kessler-dr-low
Gruppenpraxis Dr. Kindler / Dr. Meffert-Ruf / Dr. Seibold-Weiger,"Brachmattstrasse 4a, 4144 Arlesheim",Brachmattstrasse 4a,4144,Arlesheim,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/arlesheim/erce/gruppenpraxis-dr-kindler-dr-meffert-ruf-dr-seibold-weiger
Gruppenpraxis Dr. Laing / Dr. Venzin,"Baslerstrasse 254, 4123 Allschwil",Baslerstrasse 254,4123,Allschwil,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/allschwil/em3y/gruppenpraxis-dr-laing-dr-venzin
Gruppenpraxis Dr. Litke / Dr. Schmitt,"Jurastrasse 1, 4147 Aesch BL",Jurastrasse 1,4147,Aesch BL,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/aesch/ergk/gruppenpraxis-dr-litke-dr-schmitt
Gruppenpraxis Dr. Otth / Dr. Otth,"Hauptstrasse 46, 4450 Sissach",Hauptstrasse 46,4450,Sissach,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/sissach/engu/gruppenpraxis-dr-otth-dr-otth
Gruppenpraxis Dr. Schaub / Dr. Vögelin,"Ermitagestrasse 13, 4144 Arlesheim",Ermitagestrasse 13,4144,Arlesheim,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/arlesheim/encr/gruppenpraxis-dr-schaub-dr-vogelin
Gruppenpraxis Dr. Schmidli-Hersperger / Dr. Wallnöfer-de Jong,"Hauptstrasse 52, 4132 Muttenz",Hauptstrasse 52,4132,Muttenz,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/muttenz/engs/gruppenpraxis-dr-schmidli-hersperger-dr-wallnofer-de-jong
Gruppenpraxis Glinz / Dr. Hagmann,"Steinbühlweg 15, 4123 Allschwil",Steinbühlweg 15,4123,Allschwil,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/allschwil/enik/gruppenpraxis-glinz-dr-hagmann
Gruppenpraxis Paradies,"Paradiesstrasse 11, 4102 Binningen",Paradiesstrasse 11,4102,Binningen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/binningen/enid/gruppenpraxis-paradies
Hausarztpraxis,"Oristalstrasse 17, 4410 Liestal",Oristalstrasse 17,4410,Liestal,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/liestal/endl/hausarztpraxis
Hausarztpraxis Arisdorf-PraxisPro,"Hauptstrasse 72, 4422 Arisdorf",Hauptstrasse 72,4422,Arisdorf,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/arisdorf/eres/hausarztpraxis-arisdorf-praxispro
Hausarztpraxis Binningen,"Bruderholzstrasse 12, 4102 Binningen",Bruderholzstrasse 12,4102,Binningen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/binningen/erd3/hausarztpraxis-binningen
Hausarztpraxis Birseck,"Birsigtalstrasse 5, 4153 Reinach BL",Birsigtalstrasse 5,4153,Reinach BL,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/reinach/enga/hausarztpraxis-birseck
Hausarztpraxis Birsfelden,"Hauptstrasse 35, 4127 Birsfelden",Hauptstrasse 35,4127,Birsfelden,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/birsfelden/erfu/hausarztpraxis-birsfelden
Hausarztpraxis bym Brunne,"Langgartenstrasse 2, 4105 Biel-Benken",Langgartenstrasse 2,4105,Biel-Benken,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/biel-benken/em77/hausarztpraxis-bym-brunne
Hausarztpraxis Hinterfeld,"Hinterfeldstrasse 21, 4242 Laufen",Hinterfeldstrasse 21,4242,Laufen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/laufen/ercj/hausarztpraxis-hinterfeld
Hausarztpraxis Hirzenfeldweg 4,"Hirzenfeldweg 4, 4448 Läufelfingen",Hirzenfeldweg 4,4448,Läufelfingen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/laufelfingen/erek/hausarztpraxis-hirzenfeldweg-4
Hausarztpraxis Muttenz,"Ausmattstrasse 1, 4132 Muttenz",Ausmattstrasse 1,4132,Muttenz,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/muttenz/erdg/hausarztpraxis-muttenz
"Hausarztpraxis Reigoldswil, Reigomed AG","Unterbiel 26, 4418 Reigoldswil",Unterbiel 26,4418,Reigoldswil,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/reigoldswil/em7h/hausarztpraxis-reigoldswil-reigomed-ag
Hausarztpraxis Zunzgen,"Hardstrasse 3, 4455 Zunzgen",Hardstrasse 3,4455,Zunzgen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zunzgen/erb6/hausarztpraxis-zunzgen
Hausarztptaxis Pratteln,"Schlossstrasse 1, 4133 Pratteln",Schlossstrasse 1,4133,Pratteln,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/pratteln/engj/hausarztptaxis-pratteln
Hausarzt-Zentrum Allschwil,"Hegenheimermattweg 183, 4123 Allschwil",Hegenheimermattweg 183,4123,Allschwil,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/allschwil/erfj/hausarzt-zentrum-allschwil
Hautarzt Zentrum Liestal,"Oristalstrasse 20, 4410 Liestal",Oristalstrasse 20,4410,Liestal,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/liestal/ergu/hautarzt-zentrum-liestal
Herzpraxis Birseck,"Birseckstrasse 85, 4144 Arlesheim",Birseckstrasse 85,4144,Arlesheim,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/arlesheim/eneg/herzpraxis-birseck
Jukipraxis,"Stephan Gschwind-Strasse 8, 4104 Oberwil",Stephan Gschwind-Strasse 8,4104,Oberwil,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/oberwil/erb9/jukipraxis
KAIROS Praxisgemeinschaft,"Bildstöckliweg 14, 4144 Arlesheim",Bildstöckliweg 14,4144,Arlesheim,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/arlesheim/em5r/kairos-praxisgemeinschaft
Kardiologie Praxis Futuro,"Gräubernstrasse 14, 4410 Liestal",Gräubernstrasse 14,4410,Liestal,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/liestal/erdh/kardiologie-praxis-futuro
Kinderarztpraxis am Kronenplatz,"Hauptstrasse 129, 4102 Binningen",Hauptstrasse 129,4102,Binningen,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/binningen/erd5/kinderarztpraxis-am-kronenplatz
Kinderarztpraxis Therwil,"Lehmgrubenweg 12, 4106 Therwil",Lehmgrubenweg 12,4106,Therwil,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/therwil/em7v/kinderarztpraxis-therwil
Kinderarztpraxis Ulmen,"Ulmenstrasse 14, 4123 Allschwil",Ulmenstrasse 14,4123,Allschwil,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/allschwil/em4f/kinderarztpraxis-ulmen
Kinderorthopädie Praxis Dr. med. Pia Ferrat,"Birmannstrasse 5, 4410 Liestal",Birmannstrasse 5,4410,Liestal,Basel-Landschaft,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/liestal/ercq/kinderorthopadie-praxis-dr-med-pia-ferrat
